199602140008,0,2,0,NA,Opposition Group,Explosives
199602140009,0,1,14,NA,Rival Activists,Explosives
199602140010,0,1,14,NA,Rival Activists,Explosives
199602140011,0,0,0,NA,Opposition Group,Incendiary
199602140012,0,0,0,NA,Opposition Group,Incendiary
199602140013,0,0,0,NA,Opposition Group,Incendiary
199602140014,0,0,0,NA,Opposition Group,Incendiary
199602140015,0,0,0,NA,Opposition Group,Incendiary
199602140016,0,0,0,NA,Opposition Group,Incendiary
199602140017,0,0,0,NA,Opposition Group,Incendiary
199602140018,0,0,0,NA,Opposition Group,Incendiary
199602140019,0,0,0,NA,Opposition Group,Incendiary
199602140020,0,0,50,NA,Opposition Group,Incendiary
199602140021,0,0,19,NA,Opposition Group,Unknown
199602140022,0,11,1,NA,Revolutionary Armed Forces of Colombia (FARC),Firearms
199602140023,0,0,0,NA,Unknown,Incendiary
199602150001,0,2,0,NA,Unknown,Unknown
199602150002,0,0,0,NA,Unknown,Explosives
199602150003,0,1,2,NA,Unknown,Firearms
199602150004,0,0,0,NA,Unknown,Explosives
199602150005,0,2,30,NA,Opposition Group,Firearms
199602150006,0,1,0,NA,Unknown,Melee
199602150007,0,1,0,NA,Bangladesh Nationalist Party (BNP),Unknown
199602150008,0,1,0,NA,Unknown,Firearms
199602150009,0,0,0,NA,November 17 Revolutionary Organization (N17RO),Explosives
199602150010,0,0,2,NA,Unknown,Firearms
199602160001,0,0,1,NA,Unknown,Firearms
199602160002,0,1,0,NA,Unknown,Firearms
199602160003,0,1,0,NA,Unknown,Firearms
199602160004,0,0,0,NA,Unknown,Firearms
199602160005,0,0,0,NA,National Liberation Army of Colombia (ELN),Explosives
199602160006,0,1,0,NA,Unknown,Firearms
199602160007,0,1,0,NA,Al-Gama'at al-Islamiyya (IG),Firearms
199602160008,0,0,1,NA,Al-Gama'at al-Islamiyya (IG),Firearms
199602160009,0,2,0,NA,Al-Gama'at al-Islamiyya (IG),Firearms
199602170001,0,3,4,NA,Unknown,Firearms
199602170002,0,0,0,NA,Basque Fatherland and Freedom (ETA),Incendiary
199602170003,0,2,0,NA,Unknown,Firearms
199602180001,0,2,0,NA,Unknown,Firearms
199602180002,0,3,1,NA,Unknown,Explosives
199602180003,0,1,8,NA,Irish Republican Army (IRA),Explosives
199602180004,0,4,18,NA,Unknown,Explosives
199602180005,0,8,14,NA,Unknown,Explosives
199602180006,0,0,0,NA,National Liberation Army of Colombia (ELN),Explosives
199602180007,0,1,0,NA,Unknown,Firearms
199602190001,0,1,3,NA,Unknown,Explosives
199602190002,0,1,0,NA,Unknown,Firearms
199602190003,0,1,0,NA,Unknown,Firearms
199602190004,0,1,0,NA,Unknown,Firearms
199602190005,0,1,0,NA,Unknown,Firearms
199602190006,0,1,0,NA,Unknown,Firearms
199602190007,0,1,0,NA,Unknown,Firearms
199602190008,0,22,5,NA,Unknown,Firearms
199602190009,0,1,0,NA,Unknown,Firearms
199602190010,0,2,5,NA,Al-Gama'at al-Islamiyya (IG),Firearms
199602190011,0,2,5,NA,Al-Gama'at al-Islamiyya (IG),Firearms
199602190012,0,5,7,NA,U/I Liberians,Firearms
199602200001,1,1,0,NA,Hezbollah,Explosives
199602200002,0,3,0,NA,Unknown,Firearms
199602200004,0,2,0,NA,Unknown,Firearms
199602200005,0,0,0,NA,Unknown,Firearms
199602210001,0,2,0,NA,Unknown,Unknown
199602210002,0,0,0,NA,Unknown,Incendiary
199602210003,0,0,0,NA,Unknown,Incendiary
199602210004,0,0,0,NA,Unknown,Incendiary
199602210005,0,0,0,NA,Unknown,Incendiary
199602210006,0,NA,NA,NA,Unknown,Firearms
199602210007,0,1,3,NA,Liberation Tigers of Tamil Eelam (LTTE),Unknown
199602210008,0,0,0,NA,Unknown,Explosives
199602220001,0,4,0,NA,Unknown,Firearms
